Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
sweethome3d-5.6,com.eteks.sweethome3d.model,CatalogTexture,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: TexturesCategory; CatalogTexture
sweethome3d-5.6,com.eteks.sweethome3d.model,Type,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Compass,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,DamagedHomeRecorderException,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): RecorderException
sweethome3d-5.6,com.eteks.sweethome3d.model,DimensionLine,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 27 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,DoorOrWindow,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: isWidthDepthDeformable
sweethome3d-5.6,com.eteks.sweethome3d.model,Home,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: serialVersionUID; CURRENT_VERSION; KEEP_BACKWARD_COMPATIBLITY; LEVEL_ELEVATION_COMPARATOR; furniture; furnitureChangeSupport; selectedItems; selectionListeners; allLevelsSelection; levels; selectedLevel; levelsChangeSupport; walls; wallsChangeSupport; rooms; roomsChangeSupport; polylines; polylinesChangeSupport; dimensionLines; dimensionLinesChangeSupport; labels; labelsChangeSupport; camera; name; wallHeight; modified; recovered; repaired; backgroundImage; observerCamera; topCamera; storedCameras; environment; print; furnitureSortedPropertyName; furnitureVisiblePropertyNames; furnitureDescendingSorted; visualProperties; properties; propertyChangeSupport; version; basePlanLocked; compass; skyColor; groundColor; groundTexture; lightColor; wallsAlpha; furnitureSortedProperty; furnitureVisibleProperties; furnitureWithDoorsAndWindows; furnitureWithGroups
sweethome3d-5.6,com.eteks.sweethome3d.model,Home,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: Wall; Camera; Compass in method duplicate
sweethome3d-5.6,com.eteks.sweethome3d.model,Home,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: Wall; Camera; Compass in method duplicate
sweethome3d-5.6,com.eteks.sweethome3d.model,Home,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 104 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Home,Hub-like Modularization,The tool detected the smell in this class because this class has high number of incoming as well as outgoing dependencies. Incoming dependecies: AppletApplication; AppletFurnitureTable; HomeAppletController; HomeAppletRecorder; ViewerHelper; HomeFrameController; HomeFramePane; MacOSXConfiguration; SweetHome3D; AutoRecoveryManager; DamagedHomeIOException; DefaultHomeInputStream; DefaultHomeOutputStream; HomeFileRecorder; HomeXMLExporter; HomeXMLHandler; Ground3D; HomePieceOfFurniture3D; LightSelectionListener; Label3D; Object3DBranch; Object3DBranchFactory; PhotoRenderer; PhotoObject3DFactory; Room3D; Wall3D; DamagedHomeRecorderException; HomeApplication; HomeRecorder; HomePluginController; Plugin; PluginManager; FurnitureTable; FurnitureTableColumnModel; FurnitureTreeTableModel; FurnitureFilter; FurnitureTransferHandler; HomeComponent3D; HomePane; OBJExporter; HomePDFPrinter; HomePrintableComponent; HomeTransferableList; MultipleLevelsPlanPanel; PhotoPanel; PhotoSizeAndQualityPanel; PhotosPanel; PlanComponent; PlanTransferHandler; PrintPreviewPanel; SwingViewFactory; VideoPanel; PhotoImageGenerator; Image3DGenerator; OperatingSystem; AbstractPhotoController; BackgroundImageWizardController; BackgroundImageUndoableEdit; CompassController; FurnitureController; Home3DAttributesController; Home3DAttributesModificationUndoableEdit; HomeController; HomeController3D; TopCameraState; HomeFurnitureController; FurnitureModificationUndoableEdit; HomeView; ImportedFurnitureWizardController; PieceOfFurnitureImportationUndoableEdit; LabelController; LabelCreationUndoableEdit; LabelModificationUndoableEdit; LevelController; LevelModificationUndoableEdit; Object3DFactory; ObserverCameraController; PageSetupController; HomePrintModificationUndoableEdit; PhotoController; HomeCameraChangeListener; PhotosController; HomeStoredCamerasChangeListener; PlanController; SelectionMoveState; PolylineController; PolylinesModificationUndoableEdit; PrintPreviewController; RoomController; RoomsAndWallSidesModificationUndoableEdit; VideoController; ViewFactory; ViewFactoryAdapter; WallController; WallsModificationUndoableEdit. Outgoing dependencies: CollectionChangeSupport; Level; Camera; BackgroundImage; ObserverCamera; HomeEnvironment; HomePrint; Compass; HomeTexture; SortableProperty; CollectionEvent; HomeFurnitureGroup; CollectionListener; HomePieceOfFurniture; SelectionListener; SelectionEvent; Selectable; Room; Wall; Polyline; DimensionLine; Label; Elevatable; Property; Type
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,HomeEnvironment,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 47 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,DrawingMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,HomeFurnitureGroup,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: HomeFurnitureGroup; LocationAndSizeChangeListener
sweethome3d-5.6,com.eteks.sweethome3d.model,HomeFurnitureGroup,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 62 public methods
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.model,Property,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.model,HomePieceOfFurniture,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: HomePieceOfFurniture; CatalogPieceOfFurniture in method HomePieceOfFurniture
sweethome3d-5.6,com.eteks.sweethome3d.model,HomePieceOfFurniture,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: HomePieceOfFurniture; CatalogPieceOfFurniture in method HomePieceOfFurniture
